Name;Municipality;Owner/owner of the spv;Spv;Operator, contact details;Cabel information,contact details;"Nominal power (kW)";Installation year;Wind turbine Manufacturer;Wind turbine tip height (m);Wind turbine hub height (m);Wind turbine rotor diameter (m);Region;"Installed (1)/Not in use(0)";Demolish year
Sarvisuo 9;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 10;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 11;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 12;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 13;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 14;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 15;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 16;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 17;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 18;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 19;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 20;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 21;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 22;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 23;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 24;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 25;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 26;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Sarvisuo 27;Simo;Gigawatti Oy;;S-Voima Oy - pekka.j.pyyny@sok.fi;S-Voima Oy - pekka.j.pyyny@sok.fi;5600;2021;Vestas;;166;162;Lappi;1;
Saukkovaara 1;Posio;Encavis;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;3300;2016;Vestas;200;137;126;Lappi;1;
Saukkovaara 2;Posio;Encavis;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;3300;2016;Vestas;200;137;126;Lappi;1;
Saukkovaara 3;Posio;Encavis;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;3300;2016;Vestas;200;137;126;Lappi;1;
Saukkovaara 4;Posio;Encavis;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;3300;2016;Vestas;200;137;126;Lappi;1;
Saukkovaara 5;Posio;Encavis;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;3300;2016;Vestas;200;137;126;Lappi;1;
Saukkovaara 6;Posio;Encavis;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;3300;2016;Vestas;200;137;126;Lappi;1;
Saukkovaara 7;Posio;Encavis;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;3300;2016;Vestas;200;137;126;Lappi;1;
Saunamaa 1;Teuva;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Saunamaa 2;Teuva;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Saunamaa 3;Teuva;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Saunamaa 4;Kurikka;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Saunamaa 5;Kurikka;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Saunamaa 6;Kurikka;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Saunamaa 7;Kurikka;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Saunamaa 8;Kurikka;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Silovuori 1;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Silovuori 2;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Silovuori 3;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Silovuori 4;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Silovuori 5;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Silovuori 6;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Silovuori 7;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Silovuori 9;Pyhäjoki;NAEV Austria Beteiligungs GmbH;Tuulipuisto Oy Pyhäjoki;Abo Wid Services Oy, Jan Assmus;Abo Wid Services Oy, Jan Assmus;3300;2016;Vestas;;147;126;Pohjois-Pohjanmaa;1;
Storbacken 1;Vöyri;Infracapital;;;;4300;2021;Vestas;;150;150;Pohjanmaa;1;
Storbacken 2;Vöyri;Infracapital;;;;4300;2021;Vestas;;150;150;Pohjanmaa;1;
Storbacken 3;Vöyri;Infracapital;;;;4300;2021;Vestas;;150;150;Pohjanmaa;1;
Storbacken 4;Vöyri;Infracapital;;;;4300;2021;Vestas;;150;150;Pohjanmaa;1;
Storbacken 5;Vöyri;Infracapital;;;;4300;2021;Vestas;;150;150;Pohjanmaa;1;
Storbacken 6;Vöyri;Infracapital;;;;4300;2021;Vestas;;150;150;Pohjanmaa;1;
Storbacken 7;Vöyri;Infracapital;;;;4300;2021;Vestas;;150;150;Pohjanmaa;1;
Sumi 1;Kemi;Sumituuli Oy;;;;2000;2012;Hyundai;;;;Lappi;1;
Summa 1;Hamina;Haminan Energia Oy;;;;3000;2010;WinWinD;;100;100;Kymenlaakso;1;
Summa 2;Hamina;Haminan Energia Oy;;;;3000;2010;WinWinD;;100;100;Kymenlaakso;1;
Summa 3;Hamina;Haminan Energia Oy;;;;3000;2010;WinWinD;;100;100;Kymenlaakso;0;2017
Summa 4;Hamina;Haminan Energia Oy;;;;3000;2010;WinWinD;;100;100;Kymenlaakso;1;
Sundom 1;Vaasa;Wasa Wind Oy;;;;3600;2012;Mervento;;125;118;Pohjanmaa;1;
Suolakangas 1;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 2;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 3;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 4;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 5;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 6;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 7;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 8;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Suolakangas 9;Kauhajoki;Octopus Renewables;;OX2, Niko Blomberg, niko.blomberg@ox2.com;OX2, Niko Blomberg, niko.blomberg@ox2.com;4200;2021;Vestas;210;136;150;Etelä-Pohjanmaa;1;
Svalskulla 1;Närpiö;Vindin AB;;;;3000;2014;Vestas;;124;112;Pohjanmaa;1;
Svalskulla 2;Närpiö;Vindin AB;;;;3000;2014;Vestas;;124;112;Pohjanmaa;1;
Svalskulla 3;Närpiö;Vindin AB;;;;3000;2014;Vestas;;124;112;Pohjanmaa;1;
Svalskulla 4;Närpiö;Vindin AB;;;;3000;2014;Vestas;;124;112;Pohjanmaa;1;
Svalskulla 5;Närpiö;Vindin AB;;;;3000;2014;Vestas;;124;112;Pohjanmaa;1;
Sysimylly;Kauhajoki;Sysituuli Oy;;;;2500;2014;Enercon;;;;Etelä-Pohjanmaa;1;
Sähkäle II;Lumijoki;Lumituuli Oy;;Jaakko Savolahti @lumituuli.fi;Jaakko Savolahti @lumituuli.fi;2000;2014;Vestas;;80;90;Pohjois-Pohjanmaa;1;
Säikkä 1;Siikajoki;Spawer Kraft Ab;;;;300;1993;Nordtank;;30,5;31;Pohjois-Pohjanmaa;0;2015
Säikkä 2;Siikajoki;Spawer Kraft Ab;;;;300;1993;Nordtank;;30,5;31;Pohjois-Pohjanmaa;0;2015
Tahkoluoto 1;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 10;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 2;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 3;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 4;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 5;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 6;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 7;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 8;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tahkoluoto 9;Pori;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;4200;2017;Siemens Gamesa;;90;130;Satakunta;1;
Tauvo 1;Siikajoki;Spawer Kraft Ab;;;;600;1997;Nordtank;;49;43;Pohjois-Pohjanmaa;0;2015
Tauvo 2;Siikajoki;Spawer Kraft Ab;;;;600;1997;Nordtank;;49;43;Pohjois-Pohjanmaa;0;2015
Teiharju;Ikaalinen;Ilkka Klinga;;;;1000;2011;Nordex Acciona;;60;44;Pirkanmaa;1;
Tohkoja 1;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 10;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 11;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 12;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 13;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 14;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 15;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 16;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 17;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 18;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 19;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 2;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 20;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 21;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 22;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 3;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 4;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 5;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 6;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 7;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 8;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Tohkoja 9;Kalajoki;wdp Finland Oy;Tohkojan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3300;2016;Vestas;195,5;137;117;Pohjois-Pohjanmaa;1;
Torkkola 1;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2014;Vestas;;137;126;Pohjanmaa;1;
Torkkola 10;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 11;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 12;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 13;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 14;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 15;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 16;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 2;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2014;Vestas;;137;126;Pohjanmaa;1;
Torkkola 3;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2014;Vestas;;137;126;Pohjanmaa;1;
Torkkola 4;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2014;Vestas;;137;126;Pohjanmaa;1;
Torkkola 5;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 6;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 7;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 8;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
Torkkola 9;Vaasa;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3300;2015;Vestas;;137;126;Pohjanmaa;1;
TW Halmekangas 1 1;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2016;Vestas;;147;126;Lappi;1;
TW Halmekangas 1 10;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2017;Vestas;;147;126;Lappi;1;
TW Halmekangas 1 11;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2017;Vestas;;147;126;Lappi;1;
TW Halmekangas 1 2;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2017;Vestas;;147;126;Lappi;1;
TW Halmekangas 1 3;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2017;Vestas;;147;126;Lappi;1;
